budget,genres,original_language,revenue,runtime,vote_average,vote_count,director
93000000,Thriller Action Drama Science Fiction,en,482860185,105.0,7.0,4347,Rupert Wyatt
90000000,Adventure Family Fantasy,en,162839667,95.0,6.3,572,Mark Waters
92000000,Action Thriller,en,304654182,98.0,5.2,3493,John Moore
145000000,Western History War,en,25819961,137.0,5.8,106,John Lee Hancock
92000000,Action Adventure Animation Family,en,631442092,115.0,7.4,5152,Brad Bird
98000000,Action Adventure,en,10017322,119.0,5.7,136,Renny Harlin
95000000,Adventure Fantasy Family,en,226497209,118.0,6.0,2010,Chris Columbus
90000000,Action Adventure Comedy Science Fiction,en,589390539,98.0,6.9,4412,Barry Sonnenfeld
90000000,Animation Comedy Family,en,497366869,92.0,7.3,3806,John Lasseter
100000000,Action Thriller,en,167805466,98.0,6.3,1165,Tony Scott
90000000,Action Comedy Crime Thriller,en,347325802,90.0,6.4,1054,Brett Ratner
100000000,Drama Horror Mystery Thriller,en,155464351,130.0,6.3,488,Robert Zemeckis
100000000,Animation Comedy Family,en,242988466,90.0,6.5,1747,Phil Lord
90000000,Animation Comedy Family Adventure,en,886686817,94.0,6.5,2271,Carlos Saldanha
90000000,Adventure Comedy Drama Fantasy,en,188133322,114.0,7.0,3144,Ben Stiller
92000000,Action Adventure Comedy Crime Thriller,en,264105545,98.0,5.6,1232,McG
90000000,Drama Thriller Crime,en,289847354,151.0,7.9,4339,Martin Scorsese
90000000,Animation Family Adventure,en,304320254,88.0,7.6,2008,Tony Bancroft
92000000,Action Comedy,en,188072649,107.0,6.5,1667,Ben Stiller
90000000,Thriller Crime Mystery Drama,en,232617430,158.0,7.2,2434,David Fincher
90000000,Action Thriller,en,366101666,128.0,6.9,2066,John McTiernan
90000000,Action Adventure Crime Mystery,en,524028679,128.0,7.0,5766,Guy Ritchie
100000000,Drama,en,94061311,125.0,5.3,621,Timur Bekmambetov
120000000,Animation Family Adventure Science Fiction,en,186053725,95.0,6.7,1224,Gary Trousdale
0,Adventure Animation Comedy Family,en,233755553,92.0,5.8,428,Walt Becker
75000000,Drama Thriller History War,en,200276000,121.0,6.7,1173,Bryan Singer
90000000,Comedy Action,en,201596308,113.0,5.5,1048,Dennis Dugan
88000000,Action Comedy Science Fiction,en,243637091,105.0,5.6,2513,Chris Columbus
100000000,Drama Science Fiction Adventure,en,235926552,146.0,6.8,1974,Steven Spielberg
90000000,Thriller Fantasy Comedy Family Mystery,en,182290266,99.0,5.2,466,Rob Minkoff
90000000,Drama Science Fiction Mystery,en,171120329,150.0,7.2,1308,Robert Zemeckis
95000000,Action Science Fiction Thriller,en,190213455,112.0,5.6,634,Paul Verhoeven
80000000,Crime Thriller,en,162944923,128.0,6.2,392,Sydney Pollack
90000000,Adventure Family Fantasy,en,174578751,106.0,5.9,1648,Thor Freudenthal
95000000,Action Adventure Fantasy Thriller,en,156505388,117.0,5.5,1418,Jan de Bont
90000000,Action Adventure Comedy Crime Mystery,en,334901337,129.0,6.7,3235,Jon M. Chu
68000000,Thriller Action Romance Science Fiction Adventure,en,118063304,116.0,5.9,302,Phillip Noyce
92000000,Action Crime Thriller,en,143049560,126.0,6.8,579,Tony Scott
90000000,Science Fiction,en,60874615,114.0,5.7,369,Brian De Palma
90000000,Animation Adventure Comedy Family,en,484635760,96.0,6.5,2166,Carlos Saldanha
100000000,Comedy Science Fiction,en,93700000,131.0,6.9,963,Chris Columbus
90000000,Science Fiction Action Drama Thriller,en,0,104.0,5.2,376,Mick Jackson
90000000,Crime Thriller Drama,en,140807547,107.0,5.9,290,Alan J. Pakula
100000000,Drama History Thriller,en,35168966,138.0,6.1,264,Kathryn Bigelow
20000000,Adventure Fantasy Action,en,79114085,129.0,6.6,650,John Milius
88000000,Romance Drama History,en,108539911,144.0,7.3,616,Ron Howard
90000000,Fantasy Action Family,en,16178959,110.0,5.4,50,Andrei Konchalovsky
87000000,Drama History,en,148336445,141.0,6.7,216,Gary Ross
92000000,Action Adventure Drama,en,494471524,113.0,6.1,950,Jan de Bont
90000000,Adventure Drama,en,429632142,143.0,7.5,3218,Robert Zemeckis
100000000,Animation Comedy,en,384335608,108.0,5.9,1410,George Miller
75000000,Action Drama Thriller,en,288500217,108.0,7.2,2825,Paul Greengrass
85000000,Action Thriller,en,315156409,124.0,6.2,840,Wolfgang Petersen
85000000,Thriller Crime,en,450717150,116.0,7.2,3783,Steven Soderbergh
75000000,Adventure Action Thriller,en,132274484,110.0,5.6,924,Paul W.S. Anderson
85000000,Animation Comedy Family Fantasy,en,358375603,91.0,6.8,2566,Genndy Tartakovsky
85000000,Comedy Family Fantasy Romance,en,340487652,107.0,6.6,1449,Kevin Lima
85000000,Action Thriller,en,208076205,115.0,6.3,1345,Daniel Espinosa
85000000,Comedy Family,en,183611771,100.0,5.1,313,Kevin Lima
75000000,Action Comedy,en,152930623,104.0,5.8,932,Brett Ratner
85000000,Comedy Romance,en,194168700,136.0,6.7,1225,Nancy Meyers
90000000,Action Drama Thriller,en,250649836,132.0,6.7,1240,Tony Scott
85000000,Comedy Romance,en,219103655,121.0,6.2,360,Nancy Meyers
85000000,Crime Thriller,en,311312624,122.0,6.5,1999,Steven Soderbergh
85000000,Adventure Animation Family,en,197309027,83.0,6.1,656,Jill Culton
85000000,Adventure Action Science Fiction,en,288747895,139.0,6.9,4663,Neil Burger
68000000,War,en,96976270,131.0,7.2,999,Jean-Jacques Annaud
85000000,Adventure Action Comedy Thriller,en,80916492,104.0,6.4,514,Peter Berg
85000000,Adventure Fantasy Action Comedy Family,en,137298489,130.0,6.1,712,John McTiernan
85000000,Drama History Romance,en,162242962,145.0,7.3,652,Rob Marshall
85000000,Action Crime Drama Thriller,en,158468292,104.0,6.1,1705,Justin Lin
0,Drama Animation Family Comedy,en,0,97.0,6.7,333,Barry Cook
90000000,Fantasy Drama Mystery,en,142940100,178.0,6.9,1147,Martin Brest
85000000,Action Thriller Drama,en,78382433,108.0,5.5,427,Andrew Davis
0,Drama Music,en,37823676,123.0,7.3,85,Bob Fosse
85000000,Adventure Fantasy Drama Comedy Science Fiction,en,183018522,106.0,5.5,1114,Tarsem Singh
60000000,Action Adventure Comedy,en,47664559,112.0,7.2,2126,Edgar Wright
60000000,Action Thriller Adventure Science Fiction,en,74208267,136.0,5.4,516,Jon Amiel
84000000,Fantasy Comedy Romance Science Fiction,en,123307945,106.0,4.7,332,Peter Segal
84000000,Mystery Adventure Comedy,en,275650703,88.0,5.4,820,Raja Gosnell
50000000,Action Science Fiction,en,41037742,95.0,6.6,1940,Pete Travis
82500000,Comedy Drama Fantasy Romance,en,237681299,107.0,6.0,2104,Frank Coraci
8000000,Horror Comedy Fantasy,en,21028755,120.0,6.7,226,George A. Romero
85000000,Comedy Family,en,112483764,82.0,4.9,119,Brad Peyton
85000000,Adventure Fantasy Science Fiction,en,222231186,88.0,5.9,1799,Doug Liman
85000000,Adventure Fantasy Science Fiction,en,160388063,120.0,6.5,1527,Guillermo del Toro
65000000,Crime Drama Mystery Thriller,en,84785914,157.0,7.3,2023,David Fincher
82000000,Science Fiction,en,96085477,123.0,5.7,595,Roger Spottiswoode
80000000,Fantasy Comedy,en,484572835,101.0,6.4,3012,Tom Shadyac
80000000,Thriller Adventure Action,en,274470394,103.0,6.0,2926,Sylvester Stallone
80000000,Adventure Action Thriller,en,457696359,110.0,6.7,2631,Brian De Palma
75000000,Science Fiction Adventure Fantasy,en,691210692,142.0,6.9,9455,Gary Ross
80000000,Comedy,en,254455986,102.0,6.2,3739,Todd Phillips
80000000,Action Fantasy,en,280000000,126.0,6.6,1673,Tim Burton
80000000,Comedy Animation Family,en,343397247,83.0,6.3,1074,Karey Kirkpatrick
80000000,Animation Family,en,145771527,85.0,7.1,1314,Chris Sanders
85000000,Comedy Family Fantasy,en,144000000,97.0,5.8,288,Gary Winick
75000000,Action Drama Romance,en,140464664,120.0,5.9,855,Mimi Leder
84000000,Action Comedy Crime Thriller,en,0,116.0,6.4,1526,Dean Parisot
82000000,Comedy Drama,en,190320568,113.0,6.2,785,Peter Segal
75000000,Comedy Fantasy Family Music Animation,en,342695435,87.0,5.4,484,Mike Mitchell
80000000,Comedy,en,246984278,100.0,5.8,1155,Dennis Dugan
80000000,Action Comedy Thriller,en,230685453,110.0,6.0,1051,Peter Segal
80000000,Drama Comedy Romance,en,266728738,128.0,6.3,410,Nancy Meyers
80000000,Drama Thriller Mystery,en,294804195,138.0,7.8,6336,Martin Scorsese
80000000,Comedy Romance Drama,en,163733697,88.0,5.3,331,Seth Gordon
75000000,Animation Comedy Family Science Fiction,en,260696994,91.0,6.0,1333,Chris Wedge
80000000,Action Crime Science Fiction Thriller,en,245676146,138.0,6.8,1583,John Woo
80000000,Fantasy Comedy Family Romance,en,212874442,99.0,5.9,901,Adam Shankman
80000000,Thriller Crime Drama,en,181001478,117.0,7.3,1077,Sam Mendes
80000000,Romance Comedy,en,214918407,117.0,6.3,1543,Dennis Dugan
75000000,Action Thriller Crime,en,224012234,115.0,6.5,1270,Simon West
80000000,Mystery Thriller Action,en,178066569,118.0,6.3,1018,D.J. Caruso
79000000,Drama,en,173013509,154.0,6.7,533,Anthony Minghella
80000000,Action Thriller Science Fiction,en,157107755,118.0,6.6,2164,Albert Hughes
80000000,Comedy Family Science Fiction,en,177977226,93.0,5.3,695,Les Mayfield
80000000,Horror Thriller Fantasy Mystery,en,91188905,113.0,5.2,369,Jan de Bont
80000000,Animation Comedy Drama Family Fantasy,en,250200000,88.0,6.5,1288,Joe Pytka
0,Action Comedy Crime Mystery Family,en,0,93.0,5.6,550,Shawn Levy
80000000,Drama Science Fiction Thriller,en,233093859,104.0,5.2,1043,Scott Derrickson
75000000,Action Drama Mystery Thriller,en,136982834,135.0,6.5,431,Richard Donner
68000000,War Drama Action,en,211817906,135.0,7.4,3946,David Ayer
70000000,Action Adventure Comedy Romance,en,164000000,98.0,5.6,332,Ivan Reitman
80000000,Comedy Family Animation Adventure,en,201584141,80.0,5.2,220,Eric Brevig
80000000,Western Animation Adventure Comedy Family,en,122563539,83.0,7.4,831,Kelly Asbury
80000000,Comedy Romance Family,en,169852759,102.0,5.3,498,Frank Coraci
80000000,Adventure Family Science Fiction,en,136159423,130.0,5.0,388,Stephen Hopkins
80000000,Drama Thriller Mystery,en,96105964,129.0,6.2,393,Jonathan Demme
0,Romance Drama,en,0,117.0,8.0,1,Henry Jaglom
80000000,Animation Comedy Family,en,473226958,89.0,6.7,1497,Genndy Tartakovsky
80000000,Animation Family Music,en,90874570,74.0,7.0,292,James Algar
80000000,Science Fiction Adventure Action,en,123729176,96.0,5.8,631,Simon Wells
90000000,Action Adventure Family Fantasy,en,0,114.0,5.9,208,Ron Underwood
102000000,Action Crime Thriller,en,147080413,99.0,6.1,932,Dominic Sena
75000000,Action Adventure,en,142400065,129.0,5.9,893,Martin Campbell
85000000,Drama Fantasy Romance,en,71485043,113.0,6.8,577,Vincent Ward
85000000,Comedy Fantasy Romance,en,0,90.0,5.2,438,Steven Brill
88000000,Adventure Fantasy Action Comedy Thriller,en,105316267,118.0,5.6,818,Terry Gilliam
70000000,Comedy Fantasy Science Fiction,en,101371017,106.0,6.1,1509,Tim Burton
0,Mystery Drama Horror,fr,0,81.0,6.4,47,Lucile Hadzihalilovic
0,Action Adventure Drama,en,43312294,117.0,6.7,349,Lee Tamahori
80000000,Action Science Fiction Thriller,en,122444772,89.0,5.9,1195,Jonathan Mostow
80000000,Drama Thriller,en,34566746,145.0,6.9,189,Roger Donaldson
80000000,Action Adventure Thriller,en,159212469,115.0,5.8,378,Rob Cohen
80000000,Animation Family Adventure,en,126546518,87.0,5.2,133,Barry Cook
44000000,Action Science Fiction War,en,21400000,118.0,3.0,255,Roger Christian
80000000,Animation Comedy Family,en,68514844,90.0,5.6,297,Joe Dante
80000000,Drama Music Romance,en,53825515,112.0,5.1,165,Rob Marshall
80000000,Action Adventure Science Fiction,en,19480739,116.0,5.4,318,Richard Donner
80000000,Drama Adventure,en,17626234,177.0,6.1,299,Kevin Costner
90000000,Adventure Comedy Drama Family Fantasy,en,69131860,92.0,5.2,305,George Miller
90000000,Fantasy Action Adventure,en,146936910,106.0,5.7,1316,Breck Eisner
80000000,Thriller Action Science Fiction,en,33463969,106.0,5.4,267,Antony Hoffman
86000000,Adventure Fantasy Animation Family,en,107944236,94.0,6.0,639,Luc Besson
0,Documentary Family,en,19406406,84.0,7.3,111,Jacques Perrin
80000000,Thriller Science Fiction Adventure Action,en,5989640,110.0,4.8,111,Peter Hyams
130000000,Action Adventure History Romance Drama,en,117831631,105.0,5.2,1267,Paul W.S. Anderson
8000000,Comedy Animation,es,0,89.0,5.3,9,Andr\u00e9s Couturier
60000000,Drama Romance,en,313542341,135.0,7.7,3009,Ron Howard
45000000,Family Animation Drama,en,788241776,89.0,8.0,5376,Roger Allers
79000000,Adventure Action Science Fiction,en,355692760,94.0,5.8,1030,Brad Peyton
78000000,Animation Family Comedy,en,248384621,95.0,6.4,915,Cody Cameron
78000000,Crime Thriller Horror,en,209196298,124.0,6.7,1115,Brett Ratner
100000000,Western Adventure,en,108103450,136.0,6.5,318,Joe Johnston
79000000,Comedy,en,149673788,91.0,4.1,604,Dennis Dugan
76000000,Action Crime Thriller,en,236350661,107.0,6.2,2028,John Singleton
64000000,Adventure Animation Fantasy,en,97571250,92.0,7.6,756,Mark Osborne
80000000,Science Fiction Thriller,en,15071514,99.0,5.7,359,Oliver Hirschbiegel
76000000,Action Adventure Animation Comedy Family,en,35134820,88.0,3.9,87,Des McAnuff
75000000,Animation Family,en,875958308,87.0,5.9,3462,Chris Renaud
78000000,Fantasy Action Thriller Science Fiction,en,179265204,110.0,5.7,1155,Stephen Norrington
76000000,Animation Comedy Family,en,970761885,98.0,7.0,4637,Pierre Coffin
75000000,Action Adventure Science Fiction,en,816969268,145.0,6.7,3260,Roland Emmerich
73000000,Adventure Action Science Fiction,en,229074524,129.0,6.2,2487,Steven Spielberg
75000000,Family Animation,en,532680671,86.0,6.6,3237,Eric Darnell
76000000,Drama Action Thriller Science Fiction,en,69959751,109.0,7.4,2071,Alfonso Cuar\u00f3n
75000000,Adventure Action Science Fiction,en,296339527,104.0,6.8,4097,Bryan Singer
75000000,Action Thriller Crime,en,258270008,110.0,6.4,2528,Timur Bekmambetov
75000000,Action Adventure Thriller,en,335062621,136.0,6.9,1456,Michael Bay
80000000,Animation Family Comedy Adventure,en,660940780,91.0,6.5,2951,Carlos Saldanha
75000000,Comedy Romance,en,196482882,99.0,6.6,2105,Peter Segal
50000000,Family Comedy Music Romance,en,90450008,117.0,6.5,709,Adam Shankman
80000000,Horror Mystery Thriller,en,78000586,114.0,4.7,183,Renny Harlin
75000000,Action Adventure Comedy Family,en,0,78.0,4.3,318,David Kellogg
75000000,Thriller Crime,en,117698894,115.0,7.3,5487,Louis Leterrier
80000000,Comedy,en,271430189,102.0,6.0,1705,Dennis Dugan
60000000,Comedy Drama,en,219417255,128.0,7.0,1910,Steven Spielberg
35000000,Comedy Family,en,73034460,100.0,5.7,202,Thor Freudenthal
75000000,Action Adventure Thriller,en,215663859,124.0,5.9,283,Martin Campbell
75000000,Comedy Drama History,en,119000410,102.0,6.5,338,Mike Nichols
75000000,Animation Action Comedy Family,en,367275019,90.0,5.8,1557,Vicky Jenson
70000000,Drama,en,154937680,134.0,6.6,284,Bill Condon
53000000,Comedy Crime,en,95226116,118.0,5.4,292,F. Gary Gray
70000000,Drama Action History Thriller,en,130358911,164.0,6.9,696,Steven Spielberg
70000000,Action Drama War,en,85632458,121.0,6.4,573,Antoine Fuqua
75000000,Action Comedy Thriller Romance,en,98159963,100.0,5.7,772,Robert Luketic
75000000,Comedy Action Adventure,en,108145109,116.0,7.1,2265,Guy Ritchie
80000000,Comedy,en,55041367,130.0,5.8,369,James L. Brooks
75000000,Animation Comedy Family Fantasy,en,140175006,91.0,6.3,874,Gil Kenan
75000000,Action Comedy Crime Romance,en,67631903,123.0,6.2,302,Barry Levinson
55000000,Action Adventure Drama Romance,en,127600435,134.0,5.9,311,Jerry Zucker
75000000,Drama History Romance,en,0,148.0,6.4,197,Andy Tennant
75000000,Fantasy Action Drama,en,226904017,110.0,5.7,880,Tarsem Singh
52000000,Mystery Drama Thriller Crime,en,77944725,113.0,6.2,512,Florent-Emilio Siri
75000000,Animation Action Science Fiction Family Adventure,en,36754634,94.0,6.3,313,Gary Goldman
75000000,Action Adventure Comedy Thriller,en,51142659,116.0,5.0,166,Ron Shelton
75000000,Action War Science Fiction,en,14567883,99.0,6.1,221,Paul W.S. Anderson
0,Action Drama Horror Science Fiction Thriller,en,5802422,84.0,5.8,282,\u00c0lex Pastor
75000000,Adventure Fantasy Animation Action Comedy,en,5409517,93.0,4.3,78,Henry Selick
45000000,Action Adventure Drama Thriller,en,21009180,113.0,5.7,276,John Moore
75000000,Science Fiction Thriller Drama,en,248118121,106.0,6.9,1946,M. Night Shyamalan
74000000,Family Animation Adventure Comedy,en,1156730962,91.0,6.4,4571,Kyle Balda
82000000,Action Fantasy Thriller,en,89792502,110.0,5.9,1623,Zack Snyder
73000000,Crime Mystery,en,103891409,98.0,5.8,327,Brian De Palma
75000000,Science Fiction,en,13100000,134.0,5.8,476,Barry Levinson
73000000,Family Animation,en,349779543,97.0,5.9,1022,Fergal Reilly
70000000,Romance Comedy Adventure,en,111231041,112.0,5.4,444,Andy Tennant
75000000,Comedy Drama,en,61458982,146.0,5.7,390,Judd Apatow
70000000,Thriller Action Drama,en,86658558,110.0,6.5,513,Peter Berg
72500000,Comedy,en,162966177,116.0,6.2,491,Adam McKay
70000000,Comedy Family Romance Fantasy,en,176104344,87.0,4.9,410,Steve Carr
72000000,Action Drama History War,en,210000000,177.0,7.7,3336,Mel Gibson
72000000,Drama War,en,96889998,125.0,6.6,765,Sam Mendes
75000000,Animation Comedy Family,en,527068851,87.0,6.9,2264,David Silverman
72000000,Drama Romance,en,37317558,152.0,6.6,188,Frank Darabont
94000000,Action,en,54744738,116.0,4.5,179,Renny Harlin
74500000,Adventure Drama Family,en,62172050,109.0,6.9,180,Jean-Jacques Annaud
60000000,Drama Mystery Thriller,en,256697520,108.0,6.2,1071,M. Night Shyamalan
71000000,Comedy Family Fantasy,en,294456605,85.0,5.4,686,Betty Thomas
72000000,Drama Thriller Science Fiction Mystery,en,408247917,106.0,6.4,1599,M. Night Shyamalan
150000000,Adventure Animation Comedy Family Fantasy,en,919838758,93.0,6.7,2988,Andrew Adamson
120000000,Animation Adventure Comedy Family,en,461983149,117.0,6.6,3877,John Lasseter
70000000,Comedy Romance,en,309457509,116.0,5.7,455,Garry Marshall
70000000,Action Adventure Thriller,en,277448382,124.0,5.8,1424,Rob Cohen
74000000,Animation Adventure Comedy Family,en,311594032,93.0,5.8,719,Paul Tibbitt
80000000,Action Thriller,en,309492681,117.0,6.4,470,Ron Howard
70000000,Drama Action Thriller War,en,319131050,153.0,7.9,6430,Quentin Tarantino
70000000,Adventure Fantasy Comedy Family,en,300854823,144.0,6.6,1532,Steven Spielberg
70000000,Action Thriller,en,240031094,124.0,6.6,1896,Renny Harlin
80000000,Action Thriller Crime,en,116643346,117.0,5.8,770,Clark Johnson
68000000,Drama Mystery Romance Science Fiction Thriller,en,203388341,136.0,6.5,1078,Cameron Crowe
75000000,Drama Thriller Fantasy Mystery,en,42285169,110.0,5.3,409,M. Night Shyamalan
70000000,Adventure Science Fiction Action,en,171183863,101.0,5.5,1217,Paul W.S. Anderson
75000000,Comedy Family Animation Fantasy Music,en,443140005,88.0,5.4,666,Betty Thomas
75000000,Action History War,en,114660784,138.0,6.7,521,Randall Wallace
